"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 15:54:22 GMT 2023","Wed Jan 04 15:54:24 GMT 2023","2106","All Test Suite","All Classes Test with Firefox","keyPresses.KeyPressesTest","keyPresses.KeyPressesTest","keyPressesTest","keyPressesTest",""
"failed","Wed Jan 04 15:54:29 GMT 2023","Wed Jan 04 15:54:30 GMT 2023","568","All Test Suite","All Classes Test with Firefox","simpleTest.FailingTest","simpleTest.FailingTest","failingTest","failingTest",""
"passed","Wed Jan 04 15:54:22 GMT 2023","Wed Jan 04 15:54:23 GMT 2023","1318","All Test Suite","All Classes Test with Chrome","keyPresses.KeyPressesTest","keyPresses.KeyPressesTest","keyPressesTest","keyPressesTest",""
"passed","Wed Jan 04 15:54:22 GMT 2023","Wed Jan 04 15:54:25 GMT 2023","2946","All Test Suite","All Classes Test with Firefox","login.LoginTest","login.LoginTest","successfulLoginTest","successfulLoginTest",""
"passed","Wed Jan 04 15:54:18 GMT 2023","Wed Jan 04 15:54:21 GMT 2023","3015","All Test Suite","All Classes Test with Chrome","login.LoginTest","login.LoginTest","successfulLoginTest","successfulLoginTest",""
"failed","Wed Jan 04 15:54:16 GMT 2023","Wed Jan 04 15:54:17 GMT 2023","1003","All Test Suite","All Classes Test with Chrome","simpleTest.FailingTest","simpleTest.FailingTest","failingTest","failingTest",""
