"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 05 08:58:22 GMT 2023","Thu Jan 05 08:58:23 GMT 2023","948","All Test Suite","All Classes Test with Firefox","keyPresses.KeyPressesTest","keyPresses.KeyPressesTest","keyPressesTest","keyPressesTest",""
"failed","Thu Jan 05 08:58:14 GMT 2023","Thu Jan 05 08:58:16 GMT 2023","1400","All Test Suite","All Classes Test with Firefox","simpleTest.FailingTest","simpleTest.FailingTest","failingTest","failingTest",""
"passed","Thu Jan 05 08:58:13 GMT 2023","Thu Jan 05 08:58:15 GMT 2023","2284","All Test Suite","All Classes Test with Chrome","login.LoginTest","login.LoginTest","successfulLoginTest","successfulLoginTest",""
"failed","Thu Jan 05 08:58:07 GMT 2023","Thu Jan 05 08:58:09 GMT 2023","1645","All Test Suite","All Classes Test with Chrome","simpleTest.FailingTest","simpleTest.FailingTest","failingTest","failingTest",""
"passed","Thu Jan 05 08:58:14 GMT 2023","Thu Jan 05 08:58:17 GMT 2023","2697","All Test Suite","All Classes Test with Firefox","login.LoginTest","login.LoginTest","successfulLoginTest","successfulLoginTest",""
"passed","Thu Jan 05 08:58:07 GMT 2023","Thu Jan 05 08:58:10 GMT 2023","2495","All Test Suite","All Classes Test with Chrome","keyPresses.KeyPressesTest","keyPresses.KeyPressesTest","keyPressesTest","keyPressesTest",""
